campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,start_year,start_month,start_quarter,end_year,end_month,end_quarter,performance_category,categoria_rendimiento,cost_per_conversion,low_budget_flag,high_roi_flag,high_conversion_flag,paid_channel_flag,long_duration_flag,b2b_flag
organized client-driven array,2023-01-01,2024-05-31,72744.5,0.36,podcast,b2b,organic,0.74,482042.7,409298.2,2023,1,1,2024,5,2,Rendimiento medio,Rendimiento medio,98303.37837837837,0,0,1,0,1,0
fully-configurable global leverage,2022-11-16,2024-02-21,35636.25,0.5,podcast,b2c,paid,0.23,269170.99,233534.74,2022,11,4,2024,2,1,Rendimiento medio,Rendimiento medio,154940.21739130435,0,0,0,1,1,0
right-sized stable open architecture,2023-04-23,2023-10-30,84406.19,0.44,email,b2c,paid,0.2,735873.39,651467.2,2023,4,2,2023,10,4,Rendimiento medio,Rendimiento medio,422030.95,0,0,0,1,1,0
synchronized zero administration structure,2023-04-15,2023-09-17,88977.21,0.99,podcast,b2b,promotion,0.13,396317.2,307339.99,2023,4,2,2023,9,3,Rendimiento medio,Rendimiento medio,684440.076923077,0,1,0,0,0,0
visionary user-facing pricing structure,2022-11-27,2024-06-05,41408.95,0.63,email,b2c,promotion,0.18,158223.9,116814.95,2022,11,4,2024,6,2,Rendimiento medio,Rendimiento medio,230049.72222222222,0,1,0,0,1,0
team-oriented bifurcated capability,2023-06-26,2024-01-09,9611.89,0.11,email,b2c,organic,0.3,582427.27,572815.38,2023,6,2,2024,1,1,Rendimiento medio,Rendimiento medio,32039.63333333333,1,0,0,0,1,0
persevering tangible hardware,2023-06-08,2023-08-02,67475.35,0.5,email,b2b,promotion,0.22,53555.95,-13919.400000000009,2023,6,2,2023,8,3,Rendimiento medio,Rendimiento medio,306706.1363636364,0,0,0,0,0,0
triple-buffered cohesive encryption,2022-11-07,2024-07-13,81254.51,0.89,social media,b2b,paid,0.94,685633.82,604379.3099999999,2022,11,4,2024,7,3,Alto rendimiento,Alto rendimiento,86440.96808510639,0,1,1,1,1,0
automated encompassing archive,2023-03-05,2024-06-17,83804.53,0.23,podcast,b2c,paid,0.36,902554.32,818749.7899999999,2023,3,1,2024,6,2,Rendimiento medio,Rendimiento medio,232790.36111111112,0,0,0,1,1,0
devolved intermediate middleware,2022-09-18,2023-08-14,41307.73,0.76,podcast,b2c,referral,0.53,729614.63,688306.9,2022,9,3,2023,8,3,Alto rendimiento,Alto rendimiento,77939.11320754717,0,1,1,0,1,0
triple-buffered high-level customer loyalty,2023-01-01,2023-09-20,78803.16,0.99,email,b2b,organic,0.75,562224.77,483421.61,2023,1,1,2023,9,3,Alto rendimiento,Alto rendimiento,105070.88,0,1,1,0,1,0
intuitive exuding concept,2022-09-14,2023-08-24,64551.2,0.33,email,b2c,promotion,0.12,280467.96,215916.76,2022,9,3,2023,8,3,Rendimiento medio,Rendimiento medio,537926.6666666666,0,0,0,0,1,0
extended optimizing infrastructure,2023-06-29,2024-05-17,14126.24,0.63,webinar,b2b,referral,0.82,530692.88,516566.64,2023,6,2,2024,5,2,Alto rendimiento,Alto rendimiento,17227.121951219513,0,1,1,0,1,0
stand-alone tertiary methodology,2023-02-21,2024-06-09,35614.3,0.79,social media,b2c,organic,0.19,652650.72,617036.4199999999,2023,2,1,2024,6,2,Rendimiento medio,Rendimiento medio,187443.68421052632,0,1,0,0,1,0
extended context-sensitive graphical user interface,2023-04-08,2023-09-05,42616.8,0.53,email,b2b,organic,0.48,512829.15,470212.35000000003,2023,4,2,2023,9,3,Rendimiento medio,Rendimiento medio,88785.00000000001,0,0,0,0,0,0
integrated user-facing encoding,2022-09-21,2024-04-09,59207.21,0.79,social media,b2b,paid,0.48,914372.53,855165.3200000001,2022,9,3,2024,4,2,Rendimiento medio,Rendimiento medio,123348.35416666667,0,1,0,1,1,0
cross-group reciprocal hub,2023-05-24,2023-12-27,76911.16,0.69,webinar,b2b,organic,0.51,565155.23,488244.06999999995,2023,5,2,2023,12,4,Alto rendimiento,Alto rendimiento,150806.19607843139,0,1,1,0,1,0
down-sized uniform productivity,2023-01-26,2024-05-21,10395.39,0.48,social media,b2c,organic,0.95,963552.88,953157.49,2023,1,1,2024,5,2,Rendimiento medio,Rendimiento medio,10942.515789473684,0,0,1,0,1,0
versatile asymmetric protocol,2022-11-23,2023-11-23,78873.15,0.92,webinar,b2c,promotion,0.6,287495.18,208622.03,2022,11,4,2023,11,4,Alto rendimiento,Alto rendimiento,131455.25,0,1,1,0,1,0
polarized empowering neural-net,2023-04-27,2024-01-22,18458.17,0.37,email,b2b,promotion,0.88,520022.1,501563.93,2023,4,2,2024,1,1,Rendimiento medio,Rendimiento medio,20975.19318181818,0,0,1,0,1,0
versatile bandwidth-monitored time-frame,2023-06-24,2023-11-02,37360.8,0.96,email,b2b,organic,0.82,979402.44,942041.6399999999,2023,6,2,2023,11,4,Alto rendimiento,Alto rendimiento,45561.9512195122,0,1,1,0,0,0
seamless explicit policy,2023-04-03,2024-06-19,94502.9,0.78,podcast,b2c,referral,0.2,823630.82,729127.9199999999,2023,4,2,2024,6,2,Rendimiento medio,Rendimiento medio,472514.49999999994,0,1,0,0,1,0
sharable neutral implementation,2022-11-10,2024-07-01,90021.62,0.82,social media,b2b,referral,0.43,454635.47,364613.85,2022,11,4,2024,7,3,Rendimiento medio,Rendimiento medio,209352.60465116278,0,1,0,0,1,0
progressive composite access,2023-07-30,2023-12-14,5777.28,0.23,email,b2c,promotion,0.27,421551.62,415774.33999999997,2023,7,3,2023,12,4,Rendimiento medio,Rendimiento medio,21397.333333333332,1,0,0,0,0,0
assimilated intangible pricing structure,2023-01-08,2024-07-06,62734.3,0.53,webinar,b2b,promotion,0.59,905539.68,842805.38,2023,1,1,2024,7,3,Rendimiento medio,Rendimiento medio,106329.32203389832,0,0,1,0,1,0
public-key optimizing protocol,2022-08-03,2023-12-29,61172.36,0.6,podcast,b2c,referral,0.13,277685.24,216512.88,2022,8,3,2023,12,4,Rendimiento medio,Rendimiento medio,470556.6153846154,0,0,0,0,1,0
compatible bottom-line core,2023-01-10,2023-08-11,27219.52,0.53,podcast,b2b,organic,0.6,867347.6,840128.08,2023,1,1,2023,8,3,Rendimiento medio,Rendimiento medio,45365.86666666667,0,0,1,0,1,0
face-to-face mobile knowledge user,2022-09-20,2024-04-16,66351.49,0.78,social media,b2c,referral,0.5,251189.68,184838.19,2022,9,3,2024,4,2,Rendimiento medio,Rendimiento medio,132702.98,0,1,0,0,1,0
seamless reciprocal complexity,2023-01-03,2023-12-15,20786.4,0.4,podcast,b2c,paid,0.53,253649.14,232862.74000000002,2023,1,1,2023,12,4,Rendimiento medio,Rendimiento medio,39219.622641509435,0,0,1,1,1,0
mandatory exuding model,2023-02-26,2023-10-26,32177.54,0.18,webinar,b2b,organic,0.5,464661.0,432483.46,2023,2,1,2023,10,4,Rendimiento medio,Rendimiento medio,64355.08,0,0,0,0,1,0
digitized intangible graphical user interface,2022-09-08,2023-10-27,90484.19,0.23,podcast,b2c,promotion,0.54,982518.87,892034.6799999999,2022,9,3,2023,10,4,Rendimiento medio,Rendimiento medio,167563.3148148148,0,0,1,0,1,0
profound demand-driven secured line,2023-03-19,2024-01-29,71007.37,0.1,email,b2c,paid,0.92,777359.75,706352.38,2023,3,1,2024,1,1,Rendimiento medio,Rendimiento medio,77181.92391304347,0,0,1,1,1,0
right-sized needs-based solution,2022-08-09,2024-04-06,65209.95,0.37,email,b2b,organic,0.48,119853.0,54643.05,2022,8,3,2024,4,2,Rendimiento medio,Rendimiento medio,135854.0625,0,0,0,0,1,0
seamless dynamic framework,2023-04-29,2024-02-13,54554.48,0.21,podcast,b2b,promotion,0.89,222731.21,168176.72999999998,2023,4,2,2024,2,1,Rendimiento medio,Rendimiento medio,61297.168539325845,0,0,1,0,1,0
re-contextualized upward-trending architecture,2023-01-07,2023-08-20,18530.72,0.85,social media,b2c,promotion,0.79,315733.7,297202.98,2023,1,1,2023,8,3,Alto rendimiento,Alto rendimiento,23456.607594936708,0,1,1,0,1,0
cloned logistical analyzer,2022-08-15,2023-08-31,56508.18,0.44,webinar,b2b,paid,0.71,839620.4,783112.22,2022,8,3,2023,8,3,Rendimiento medio,Rendimiento medio,79588.98591549296,0,0,1,1,1,0
centralized value-added superstructure,2022-08-08,2024-05-20,23692.97,0.35,webinar,b2b,organic,0.77,688901.13,665208.16,2022,8,3,2024,5,2,Rendimiento medio,Rendimiento medio,30770.090909090908,0,0,1,0,1,0
proactive bifurcated architecture,2022-11-25,2024-04-21,74431.67,0.85,email,b2b,promotion,0.52,20979.33,-53452.34,2022,11,4,2024,4,2,Alto rendimiento,Alto rendimiento,143137.8269230769,0,1,1,0,1,0
triple-buffered client-server portal,2023-03-17,2023-12-05,6793.37,0.78,email,b2c,paid,0.72,396734.21,389940.84,2023,3,1,2023,12,4,Alto rendimiento,Alto rendimiento,9435.236111111111,1,1,1,1,1,0
organic demand-driven support,2023-03-30,2024-02-12,69644.4,0.56,podcast,b2b,referral,0.2,426548.11,356903.70999999996,2023,3,1,2024,2,1,Rendimiento medio,Rendimiento medio,348221.99999999994,0,0,0,0,1,0
realigned methodical artificial intelligence,2023-05-23,2024-06-16,66054.48,0.3,email,b2b,paid,0.31,865754.6,799700.12,2023,5,2,2024,6,2,Rendimiento medio,Rendimiento medio,213078.96774193548,0,0,0,1,1,0
object-based demand-driven installation,2022-10-26,2023-12-25,68408.1,0.58,webinar,b2b,referral,0.11,153122.51,84714.41,2022,10,4,2023,12,4,Rendimiento medio,Rendimiento medio,621891.8181818182,0,0,0,0,1,0
ameliorated actuating policy,2022-08-26,2024-04-23,44314.41,0.7,podcast,b2b,organic,0.53,461585.16,417270.75,2022,8,3,2024,4,2,Alto rendimiento,Alto rendimiento,83612.09433962265,0,1,1,0,1,0
public-key disintermediate neural-net,2022-11-13,2024-07-24,31427.3,0.36,social media,b2c,promotion,0.39,173127.66,141700.36000000002,2022,11,4,2024,7,3,Rendimiento medio,Rendimiento medio,80582.82051282052,0,0,0,0,1,0
upgradable contextually-based graphic interface,2022-08-25,2024-01-08,80418.44,0.24,webinar,b2b,promotion,0.91,476196.94,395778.5,2022,8,3,2024,1,1,Rendimiento medio,Rendimiento medio,88371.91208791209,0,0,1,0,1,0
integrated client-server software,2022-09-23,2023-12-13,20633.51,0.57,webinar,b2c,organic,0.51,400052.8,379419.29,2022,9,3,2023,12,4,Rendimiento medio,Rendimiento medio,40457.862745098035,0,0,1,0,1,0
innovative intangible emulation,2022-11-18,2024-05-19,2792.69,0.2,webinar,b2c,referral,0.43,503319.66,500526.97,2022,11,4,2024,5,2,Rendimiento medio,Rendimiento medio,6494.627906976744,1,0,0,0,1,0
fundamental incremental service-desk,2023-01-02,2023-10-30,8053.59,0.49,email,b2b,organic,0.46,781401.65,773348.06,2023,1,1,2023,10,4,Rendimiento medio,Rendimiento medio,17507.804347826088,1,0,0,0,1,0
proactive motivating open architecture,2023-03-17,2023-11-10,62167.9,0.8,email,b2c,paid,0.85,419872.14,357704.24,2023,3,1,2023,11,4,Alto rendimiento,Alto rendimiento,73138.70588235295,0,1,1,1,1,0
business-focused attitude-oriented middleware,2023-05-29,2023-12-16,63741.76,0.61,social media,b2c,promotion,0.1,141376.44,77634.68,2023,5,2,2023,12,4,Rendimiento medio,Rendimiento medio,637417.6,0,1,0,0,1,0
balanced empowering info-mediaries,2022-09-21,2024-06-18,49202.14,0.64,email,b2b,promotion,0.9,564219.74,515017.6,2022,9,3,2024,6,2,Alto rendimiento,Alto rendimiento,54669.044444444444,0,1,1,0,1,0
user-friendly dynamic monitoring,2023-04-09,2023-11-18,44567.53,0.38,podcast,b2b,referral,0.7,211752.49,167184.96,2023,4,2,2023,11,4,Rendimiento medio,Rendimiento medio,63667.9,0,0,1,0,1,0
multi-channeled zero administration standardization,2023-04-16,2023-09-09,89826.92,0.11,webinar,b2b,promotion,0.52,713631.59,623804.6699999999,2023,4,2,2023,9,3,Rendimiento medio,Rendimiento medio,172744.0769230769,0,0,1,0,0,0
optimized methodical installation,2023-04-12,2024-03-30,86447.45,0.32,webinar,b2c,referral,0.65,765775.14,679327.6900000001,2023,4,2,2024,3,1,Rendimiento medio,Rendimiento medio,132996.0769230769,0,0,1,0,1,0
proactive regional conglomeration,2022-08-03,2024-03-29,11421.4,0.37,social media,b2b,referral,0.4,265099.33,253677.93000000002,2022,8,3,2024,3,1,Rendimiento medio,Rendimiento medio,28553.499999999996,0,0,0,0,1,0
multi-lateral user-facing solution,2023-07-13,2024-06-13,68334.64,0.69,social media,b2c,promotion,0.97,169559.8,101225.15999999999,2023,7,3,2024,6,2,Alto rendimiento,Alto rendimiento,70448.0824742268,0,1,1,0,1,0
integrated analyzing focus group,2023-04-13,2024-06-27,21878.6,0.77,podcast,b2b,paid,0.8,464823.41,442944.81,2023,4,2,2024,6,2,Alto rendimiento,Alto rendimiento,27348.249999999996,0,1,1,1,1,0
centralized contextually-based middleware,2023-03-03,2024-05-28,12949.94,0.97,social media,b2b,referral,0.77,494905.94,481956.0,2023,3,1,2024,5,2,Alto rendimiento,Alto rendimiento,16818.103896103898,0,1,1,0,1,0
switchable modular solution,2022-09-21,2024-07-13,9569.17,0.78,webinar,b2b,promotion,0.55,571288.98,561719.8099999999,2022,9,3,2024,7,3,Alto rendimiento,Alto rendimiento,17398.49090909091,1,1,1,0,1,0
reverse-engineered next generation emulation,2023-02-04,2024-07-16,88518.7,0.38,email,b2b,promotion,0.58,177753.54,89234.84000000001,2023,2,1,2024,7,3,Rendimiento medio,Rendimiento medio,152618.4482758621,0,0,1,0,1,0
quality-focused mission-critical analyzer,2023-03-01,2023-12-08,25282.77,0.72,podcast,b2b,promotion,0.61,416092.89,390810.12,2023,3,1,2023,12,4,Alto rendimiento,Alto rendimiento,41447.16393442623,0,1,1,0,1,0
innovative local workforce,2022-09-19,2023-10-07,17151.7,0.6,webinar,b2b,referral,0.8,519646.35,502494.64999999997,2022,9,3,2023,10,4,Rendimiento medio,Rendimiento medio,21439.625,0,0,1,0,1,0
expanded scalable process improvement,2022-10-09,2024-07-03,53821.3,0.58,webinar,b2c,organic,0.64,504842.98,451021.68,2022,10,4,2024,7,3,Rendimiento medio,Rendimiento medio,84095.78125,0,0,1,0,1,0
devolved responsive software,2023-06-20,2024-04-08,57242.0,0.45,podcast,b2b,referral,0.39,303600.48,246358.47999999998,2023,6,2,2024,4,2,Rendimiento medio,Rendimiento medio,146774.35897435897,0,0,0,0,1,0
object-based bandwidth-monitored moderator,2023-03-04,2023-08-21,60540.16,0.37,social media,b2b,paid,0.77,363933.17,303393.01,2023,3,1,2023,8,3,Rendimiento medio,Rendimiento medio,78623.58441558442,0,0,1,1,0,0
realigned responsive graphical user interface,2023-04-01,2024-02-26,58942.77,0.62,webinar,b2b,promotion,0.36,21603.2,-37339.56999999999,2023,4,2,2024,2,1,Rendimiento medio,Rendimiento medio,163729.91666666666,0,1,0,0,1,0
user-friendly directional ability,2023-02-19,2024-05-04,29071.82,0.63,podcast,b2b,referral,0.76,230294.51,201222.69,2023,2,1,2024,5,2,Alto rendimiento,Alto rendimiento,38252.39473684211,0,1,1,0,1,0
open-source intermediate benchmark,2022-11-04,2023-10-18,5676.22,0.6,podcast,b2c,organic,0.2,173724.64,168048.42,2022,11,4,2023,10,4,Rendimiento medio,Rendimiento medio,28381.1,1,0,0,0,1,0
function-based zero-defect policy,2023-03-14,2024-04-29,73071.43,0.6,email,b2b,organic,0.71,495585.22,422513.79,2023,3,1,2024,4,2,Rendimiento medio,Rendimiento medio,102917.50704225352,0,0,1,0,1,0
face-to-face grid-enabled workforce,2022-11-27,2023-08-31,82353.71,0.18,podcast,b2c,paid,0.12,460827.6,378473.88999999996,2022,11,4,2023,8,3,Bajo rendimiento,Bajo rendimiento,686280.9166666667,0,0,0,1,1,0
cross-platform secondary functionalities,2023-04-15,2024-06-29,98712.39,0.22,email,b2c,organic,0.42,755879.46,657167.07,2023,4,2,2024,6,2,Rendimiento medio,Rendimiento medio,235029.5,0,0,0,0,1,0
implemented multi-tasking emulation,2022-11-13,2024-07-30,10934.43,0.26,webinar,b2c,promotion,0.66,892351.21,881416.7799999999,2022,11,4,2024,7,3,Rendimiento medio,Rendimiento medio,16567.31818181818,0,0,1,0,1,0
self-enabling incremental success,2023-07-14,2024-05-09,17049.14,0.4,podcast,b2b,referral,0.49,571810.89,554761.75,2023,7,3,2024,5,2,Rendimiento medio,Rendimiento medio,34794.163265306124,0,0,0,0,1,0
cloned contextually-based contingency,2023-03-30,2024-06-19,85238.23,0.59,social media,b2c,paid,0.92,595765.41,510527.18000000005,2023,3,1,2024,6,2,Rendimiento medio,Rendimiento medio,92650.24999999999,0,0,1,1,1,0
self-enabling intermediate time-frame,2022-11-13,2023-11-27,55709.15,0.56,social media,b2b,promotion,0.73,681690.46,625981.3099999999,2022,11,4,2023,11,4,Rendimiento medio,Rendimiento medio,76313.90410958904,0,0,1,0,1,0
organic 3rdgeneration conglomeration,2023-03-31,2023-10-26,39804.32,0.13,webinar,b2c,referral,0.52,522492.25,482687.93,2023,3,1,2023,10,4,Rendimiento medio,Rendimiento medio,76546.76923076923,0,0,1,0,1,0
managed bandwidth-monitored time-frame,2023-02-21,2023-10-17,92196.9,0.4,email,b2b,promotion,0.87,398617.27,306420.37,2023,2,1,2023,10,4,Rendimiento medio,Rendimiento medio,105973.44827586206,0,0,1,0,1,0
extended executive budgetary management,2023-06-25,2023-09-13,73821.98,0.81,email,b2c,promotion,0.35,173058.11,99236.12999999999,2023,6,2,2023,9,3,Rendimiento medio,Rendimiento medio,210919.94285714286,0,1,0,0,0,0
fully-configurable human-resource encryption,2022-11-05,2023-08-13,57144.48,0.75,webinar,b2c,referral,0.9,516187.33,459042.85000000003,2022,11,4,2023,8,3,Alto rendimiento,Alto rendimiento,63493.86666666667,0,1,1,0,1,0
organic directional utilization,2022-08-11,2024-01-31,24300.83,0.57,podcast,b2b,referral,0.64,764590.33,740289.5,2022,8,3,2024,1,1,Rendimiento medio,Rendimiento medio,37970.046875,0,0,1,0,1,0
enhanced empowering conglomeration,2022-11-26,2023-08-08,94697.82,0.22,podcast,b2c,paid,0.78,347899.84,253202.02000000002,2022,11,4,2023,8,3,Rendimiento medio,Rendimiento medio,121407.46153846155,0,0,1,1,1,0
open-architected asymmetric extranet,2023-06-14,2024-04-07,97456.14,0.3,social media,b2b,organic,0.63,256244.86,158788.71999999997,2023,6,2,2024,4,2,Rendimiento medio,Rendimiento medio,154692.2857142857,0,0,1,0,1,0
multi-lateral 6thgeneration benchmark,2022-09-02,2024-04-22,87665.6,0.51,podcast,b2b,promotion,0.56,10257.4,-77408.20000000001,2022,9,3,2024,4,2,Rendimiento medio,Rendimiento medio,156545.7142857143,0,0,1,0,1,0
fully-configurable asymmetric moderator,2023-03-16,2023-12-29,86652.2,0.66,social media,b2c,promotion,0.56,261296.54,174644.34000000003,2023,3,1,2023,12,4,Alto rendimiento,Alto rendimiento,154736.07142857142,0,1,1,0,1,0
balanced mission-critical budgetary management,2022-11-27,2023-08-22,69094.64,0.8,email,b2b,referral,0.49,709300.16,640205.52,2022,11,4,2023,8,3,Rendimiento medio,Rendimiento medio,141009.4693877551,0,1,0,0,1,0
robust contextually-based knowledgebase,2022-08-21,2024-07-09,97758.67,0.33,podcast,b2c,referral,0.82,624479.51,526720.84,2022,8,3,2024,7,3,Rendimiento medio,Rendimiento medio,119217.89024390244,0,0,1,0,1,0
extended solution-oriented capacity,2022-12-04,2024-04-16,83834.2,0.33,webinar,b2b,organic,0.31,896314.18,812479.9800000001,2022,12,4,2024,4,2,Rendimiento medio,Rendimiento medio,270432.9032258064,0,0,0,0,1,0
persistent upward-trending graphical user interface,2023-06-01,2024-07-03,14858.38,0.12,email,b2b,promotion,0.57,317944.61,303086.23,2023,6,2,2024,7,3,Rendimiento medio,Rendimiento medio,26067.333333333336,0,0,1,0,1,0
multi-tiered disintermediate parallelism,2023-05-11,2024-05-15,57198.5,0.9,email,b2c,referral,0.38,918303.1,861104.6,2023,5,2,2024,5,2,Rendimiento medio,Rendimiento medio,150522.36842105264,0,1,0,0,1,0
intuitive well-modulated support,2022-08-14,2024-07-30,94357.67,0.8,email,b2c,organic,0.14,988161.51,893803.84,2022,8,3,2024,7,3,Rendimiento medio,Rendimiento medio,673983.357142857,0,1,0,0,1,0
function-based zero-defect capability,2023-04-06,2024-03-11,19142.15,0.51,podcast,b2c,referral,0.18,597625.15,578483.0,2023,4,2,2024,3,1,Rendimiento medio,Rendimiento medio,106345.2777777778,0,0,0,0,1,0
integrated national architecture,2023-07-14,2024-07-31,32039.7,0.86,social media,b2b,referral,0.97,334033.28,301993.58,2023,7,3,2024,7,3,Alto rendimiento,Alto rendimiento,33030.61855670103,0,1,1,0,1,0
horizontal tangible focus group,2023-07-18,2024-05-07,82834.56,0.4,email,b2c,paid,0.18,592739.43,509904.87000000005,2023,7,3,2024,5,2,Rendimiento medio,Rendimiento medio,460192.0,0,0,0,1,1,0
reduced needs-based approach,2023-03-10,2024-06-22,86489.51,0.77,webinar,b2c,paid,0.76,815566.88,729077.37,2023,3,1,2024,6,2,Alto rendimiento,Alto rendimiento,113801.98684210525,0,1,1,1,1,0
robust human-resource instruction set,2022-09-20,2023-12-25,67375.9,0.25,webinar,b2b,referral,0.77,513716.43,446340.53,2022,9,3,2023,12,4,Rendimiento medio,Rendimiento medio,87501.16883116882,0,0,1,0,1,0
grass-roots asynchronous knowledgebase,2023-05-10,2023-12-09,17355.98,0.74,social media,b2b,referral,0.48,9695.94,-7660.039999999999,2023,5,2,2023,12,4,Rendimiento medio,Rendimiento medio,36158.291666666664,0,1,0,0,1,0
synergized 24/7 interface,2022-11-09,2023-08-02,22675.22,0.52,webinar,b2b,referral,0.78,402920.91,380245.68999999994,2022,11,4,2023,8,3,Rendimiento medio,Rendimiento medio,29070.79487179487,0,0,1,0,1,0
re-contextualized uniform interface,2022-12-28,2023-10-02,68727.53,0.33,webinar,b2b,referral,0.12,266449.67,197722.13999999998,2022,12,4,2023,10,4,Rendimiento medio,Rendimiento medio,572729.4166666666,0,0,0,0,1,0
automated executive moderator,2022-09-03,2024-01-06,65864.61,0.29,social media,b2b,promotion,0.19,999317.92,933453.31,2022,9,3,2024,1,1,Bajo rendimiento,Bajo rendimiento,346655.84210526315,0,0,0,0,1,0
front-line national graphic interface,2022-12-08,2024-04-29,20823.67,0.81,email,b2c,paid,0.38,648404.63,627580.96,2022,12,4,2024,4,2,Rendimiento medio,Rendimiento medio,54799.13157894737,0,1,0,1,1,0
function-based 3rdgeneration graphical user interface,2023-03-23,2023-11-07,22088.95,0.31,podcast,b2c,organic,0.71,693169.8,671080.8500000001,2023,3,1,2023,11,4,Rendimiento medio,Rendimiento medio,31111.197183098593,0,0,1,0,1,0
customizable bi-directional functionalities,2023-01-11,2023-08-15,39804.7,0.36,email,b2c,promotion,0.96,914417.1,874612.4,2023,1,1,2023,8,3,Rendimiento medio,Rendimiento medio,41463.229166666664,0,0,1,0,1,0
innovative uniform adapter,2023-03-10,2024-03-28,54266.94,0.62,email,b2c,organic,0.64,573869.28,519602.34,2023,3,1,2024,3,1,Alto rendimiento,Alto rendimiento,84792.09375,0,1,1,0,1,0
switchable neutral algorithm,2023-05-01,2023-12-12,59805.35,0.54,podcast,b2c,paid,0.64,974539.8,914734.4500000001,2023,5,2,2023,12,4,Rendimiento medio,Rendimiento medio,93445.859375,0,0,1,1,1,0
operative 5thgeneration superstructure,2023-07-02,2023-10-21,59767.18,0.51,podcast,b2c,organic,0.59,842318.7,782551.5199999999,2023,7,3,2023,10,4,Rendimiento medio,Rendimiento medio,101300.30508474576,0,0,1,0,0,0
triple-buffered didactic monitoring,2022-12-28,2023-11-22,35082.9,0.67,podcast,b2b,promotion,0.5,193585.62,158502.72,2022,12,4,2023,11,4,Rendimiento medio,Rendimiento medio,70165.8,0,1,0,0,1,0
realigned scalable moderator,2023-04-07,2023-10-03,55780.6,0.54,email,b2b,referral,0.19,996578.25,940797.65,2023,4,2,2023,10,4,Rendimiento medio,Rendimiento medio,293582.10526315786,0,0,0,0,0,0
multi-lateral responsive info-mediaries,2023-05-13,2023-09-24,34344.65,0.67,webinar,b2c,referral,0.91,228461.91,194117.26,2023,5,2,2023,9,3,Alto rendimiento,Alto rendimiento,37741.37362637363,0,1,1,0,0,0
grass-roots directional help-desk,2023-03-22,2023-08-19,62805.97,0.94,social media,b2c,referral,0.62,318869.86,256063.88999999998,2023,3,1,2023,8,3,Alto rendimiento,Alto rendimiento,101299.95161290323,0,1,1,0,0,0
reduced didactic leverage,2022-08-06,2023-11-03,12895.48,0.95,social media,b2b,referral,0.9,619182.58,606287.1,2022,8,3,2023,11,4,Alto rendimiento,Alto rendimiento,14328.31111111111,0,1,1,0,1,0
total methodical array,2022-12-31,2024-06-26,20586.89,0.13,podcast,b2b,referral,0.82,364266.44,343679.55,2022,12,4,2024,6,2,Rendimiento medio,Rendimiento medio,25105.96341463415,0,0,1,0,1,0
balanced optimizing challenge,2023-05-28,2024-04-14,45083.57,0.51,webinar,b2c,organic,0.69,743998.41,698914.8400000001,2023,5,2,2024,4,2,Rendimiento medio,Rendimiento medio,65338.507246376816,0,0,1,0,1,0
persevering disintermediate parallelism,2022-09-15,2023-11-30,19393.55,0.59,email,b2c,promotion,0.71,513490.43,494096.88,2022,9,3,2023,11,4,Rendimiento medio,Rendimiento medio,27314.859154929578,0,0,1,0,1,0
horizontal system-worthy neural-net,2023-06-09,2023-09-20,77848.2,0.65,webinar,b2c,paid,0.74,753981.45,676133.25,2023,6,2,2023,9,3,Alto rendimiento,Alto rendimiento,105200.27027027027,0,1,1,1,0,0
grass-roots multi-tasking throughput,2023-05-21,2024-07-11,13087.55,0.43,podcast,b2c,organic,0.21,293380.77,280293.22000000003,2023,5,2,2024,7,3,Rendimiento medio,Rendimiento medio,62321.666666666664,0,0,0,0,1,0
intuitive didactic interface,2022-09-06,2024-07-17,41350.29,0.82,email,b2c,paid,0.18,953178.97,911828.6799999999,2022,9,3,2024,7,3,Rendimiento medio,Rendimiento medio,229723.83333333334,0,1,0,1,1,0
enterprise-wide non-volatile hardware,2023-03-06,2023-09-09,82065.39,0.81,webinar,b2c,referral,0.24,52944.0,-29121.39,2023,3,1,2023,9,3,Rendimiento medio,Rendimiento medio,341939.125,0,1,0,0,1,0
reduced actuating toolset,2023-06-23,2024-02-20,14225.39,0.45,webinar,b2c,paid,0.51,215641.53,201416.14,2023,6,2,2024,2,1,Rendimiento medio,Rendimiento medio,27892.92156862745,0,0,1,1,1,0
front-line value-added alliance,2023-01-16,2023-12-05,28165.81,0.37,social media,b2b,promotion,0.3,269187.84,241022.03000000003,2023,1,1,2023,12,4,Rendimiento medio,Rendimiento medio,93886.03333333334,0,0,0,0,1,0
organic regional open architecture,2022-09-04,2024-02-25,21006.57,0.27,social media,b2b,paid,0.59,653863.78,632857.2100000001,2022,9,3,2024,2,1,Rendimiento medio,Rendimiento medio,35604.35593220339,0,0,1,1,1,0
function-based dedicated database,2023-07-20,2023-08-11,49513.98,0.53,webinar,b2b,referral,0.39,364635.64,315121.66000000003,2023,7,3,2023,8,3,Rendimiento medio,Rendimiento medio,126958.92307692308,0,0,0,0,0,0
monitored even-keeled encryption,2022-09-30,2024-02-14,83745.94,0.13,email,b2b,promotion,0.21,415745.84,331999.9,2022,9,3,2024,2,1,Rendimiento medio,Rendimiento medio,398790.1904761905,0,0,0,0,1,0
stand-alone zero-defect contingency,2023-01-06,2024-03-15,10894.5,0.32,podcast,b2c,paid,0.96,74641.15,63746.649999999994,2023,1,1,2024,3,1,Rendimiento medio,Rendimiento medio,11348.4375,0,0,1,1,1,0
